date,campaign_id,campaign_name,campaign_type,impressions,clicks,cost,conversions,conversion_value,ctr,avg_cpc,cost_per_conversion,roas
2025-12-08,C006,YouTube - Brand Awareness,VIDEO,11506,163,25.14,0,0.0,1.42,0.15,25.14,0.0
2025-12-09,C001,Brand - Olist,SEARCH,4441,146,135.29,5,885.73,3.29,0.93,27.06,6.55
2025-12-09,C002,Generic - Electronics,SEARCH,6199,224,168.79,8,1784.05,3.63,0.75,21.1,10.57
2025-12-09,C003,Generic - Home & Garden,SEARCH,4356,159,169.11,6,1483.52,3.67,1.06,28.19,8.77
2025-12-09,C004,Shopping - All Products,SHOPPING,9368,218,100.31,5,1218.37,2.33,0.46,20.06,12.15
2025-12-09,C005,Display - Retargeting,DISPLAY,20020,83,27.84,0,0.0,0.42,0.34,27.84,0.0
2025-12-09,C006,YouTube - Brand Awareness,VIDEO,15251,173,29.97,0,0.0,1.14,0.17,29.97,0.0
2025-12-10,C001,Brand - Olist,SEARCH,4204,162,135.29,4,732.59,3.87,0.84,33.82,5.41
2025-12-10,C002,Generic - Electronics,SEARCH,5829,226,230.02,9,1090.32,3.89,1.02,25.56,4.74
2025-12-10,C003,Generic - Home & Garden,SEARCH,6783,203,192.63,4,625.97,3.0,0.95,48.16,3.25
2025-12-10,C004,Shopping - All Products,SHOPPING,7625,156,98.11,4,445.9,2.05,0.63,24.53,4.54
2025-12-10,C005,Display - Retargeting,DISPLAY,20045,106,32.69,0,0.0,0.53,0.31,32.69,0.0
2025-12-10,C006,YouTube - Brand Awareness,VIDEO,19264,197,34.11,0,0.0,1.02,0.17,34.11,0.0
2025-12-11,C001,Brand - Olist,SEARCH,5541,173,160.3,4,614.67,3.14,0.93,40.08,3.83
2025-12-11,C002,Generic - Electronics,SEARCH,7459,269,285.71,8,1423.24,3.61,1.06,35.71,4.98
2025-12-11,C003,Generic - Home & Garden,SEARCH,5628,235,262.48,7,1109.85,4.19,1.12,37.5,4.23
2025-12-11,C004,Shopping - All Products,SHOPPING,7785,143,95.89,4,420.58,1.84,0.67,23.97,4.39
2025-12-11,C005,Display - Retargeting,DISPLAY,24120,127,40.45,1,99.69,0.53,0.32,40.45,2.46
2025-12-11,C006,YouTube - Brand Awareness,VIDEO,14003,143,30.29,0,0.0,1.02,0.21,30.29,0.0
2025-12-12,C001,Brand - Olist,SEARCH,6459,250,151.19,4,599.33,3.88,0.6,37.8,3.96
2025-12-12,C002,Generic - Electronics,SEARCH,6164,212,287.72,7,1006.6,3.45,1.36,41.1,3.5
2025-12-12,C003,Generic - Home & Garden,SEARCH,6782,227,199.78,4,545.61,3.35,0.88,49.95,2.73
2025-12-12,C004,Shopping - All Products,SHOPPING,9373,221,109.72,3,337.39,2.36,0.5,36.57,3.08
2025-12-12,C005,Display - Retargeting,DISPLAY,24273,129,28.29,1,136.27,0.53,0.22,28.29,4.82
2025-12-12,C006,YouTube - Brand Awareness,VIDEO,20296,244,35.67,0,0.0,1.21,0.15,35.67,0.0
2025-12-13,C001,Brand - Olist,SEARCH,7007,290,153.48,7,1367.03,4.15,0.53,21.93,8.91
2025-12-13,C002,Generic - Electronics,SEARCH,5868,200,264.96,7,1573.96,3.41,1.32,37.85,5.94
2025-12-13,C003,Generic - Home & Garden,SEARCH,6022,209,203.22,4,721.35,3.49,0.97,50.8,3.55
2025-12-13,C004,Shopping - All Products,SHOPPING,10646,249,167.56,3,430.6,2.35,0.67,55.85,2.57
2025-12-13,C005,Display - Retargeting,DISPLAY,18799,108,39.68,1,166.2,0.58,0.37,39.68,4.19
2025-12-13,C006,YouTube - Brand Awareness,VIDEO,14219,159,22.78,0,0.0,1.12,0.14,22.78,0.0
2025-12-14,C001,Brand - Olist,SEARCH,6692,230,144.44,5,995.33,3.44,0.63,28.89,6.89
2025-12-14,C002,Generic - Electronics,SEARCH,4609,182,228.84,6,1161.88,3.96,1.26,38.14,5.08
2025-12-14,C003,Generic - Home & Garden,SEARCH,6893,211,174.4,5,1074.62,3.06,0.83,34.88,6.16
2025-12-14,C004,Shopping - All Products,SHOPPING,10970,256,102.44,6,764.87,2.34,0.4,17.07,7.47
2025-12-14,C005,Display - Retargeting,DISPLAY,21610,110,25.47,0,0.0,0.51,0.23,25.47,0.0
2025-12-14,C006,YouTube - Brand Awareness,VIDEO,21607,225,54.74,0,0.0,1.04,0.24,54.74,0.0
2025-12-15,C001,Brand - Olist,SEARCH,5101,171,153.18,5,1176.04,3.37,0.9,30.64,7.68
2025-12-15,C002,Generic - Electronics,SEARCH,4446,138,158.45,3,488.17,3.11,1.15,52.82,3.08
2025-12-15,C003,Generic - Home & Garden,SEARCH,6123,234,185.55,9,1831.49,3.83,0.79,20.62,9.87
2025-12-15,C004,Shopping - All Products,SHOPPING,9592,176,115.88,3,520.92,1.84,0.66,38.63,4.5
2025-12-15,C005,Display - Retargeting,DISPLAY,20667,102,39.14,1,216.58,0.5,0.38,39.14,5.53
2025-12-15,C006,YouTube - Brand Awareness,VIDEO,14297,163,37.61,0,0.0,1.14,0.23,37.61,0.0
2025-12-16,C001,Brand - Olist,SEARCH,3768,141,134.49,5,1060.35,3.77,0.95,26.9,7.88
2025-12-16,C002,Generic - Electronics,SEARCH,5626,206,270.51,6,1460.35,3.67,1.31,45.09,5.4
2025-12-16,C003,Generic - Home & Garden,SEARCH,3911,161,161.1,3,515.45,4.12,1.0,53.7,3.2
2025-12-16,C004,Shopping - All Products,SHOPPING,8192,196,146.34,3,745.55,2.4,0.75,48.78,5.09
2025-12-16,C005,Display - Retargeting,DISPLAY,18687,106,27.08,1,241.0,0.57,0.26,27.08,8.9
2025-12-16,C006,YouTube - Brand Awareness,VIDEO,15987,214,31.72,0,0.0,1.34,0.15,31.72,0.0
2025-12-17,C001,Brand - Olist,SEARCH,4607,135,139.25,3,422.06,2.95,1.03,46.42,3.03
2025-12-17,C002,Generic - Electronics,SEARCH,6181,234,281.48,6,885.77,3.79,1.2,46.91,3.15
2025-12-17,C003,Generic - Home & Garden,SEARCH,7302,238,214.01,6,1343.94,3.26,0.9,35.67,6.28
2025-12-17,C004,Shopping - All Products,SHOPPING,8608,186,73.48,3,656.51,2.16,0.4,24.49,8.93
2025-12-17,C005,Display - Retargeting,DISPLAY,30725,151,57.87,1,217.89,0.49,0.38,57.87,3.77
2025-12-17,C006,YouTube - Brand Awareness,VIDEO,13436,174,33.66,0,0.0,1.3,0.19,33.66,0.0
2025-12-18,C001,Brand - Olist,SEARCH,7533,295,159.2,5,644.66,3.92,0.54,31.84,4.05
2025-12-18,C002,Generic - Electronics,SEARCH,4310,126,109.65,4,906.14,2.93,0.87,27.41,8.26
2025-12-18,C003,Generic - Home & Garden,SEARCH,6418,263,269.45,7,889.9,4.1,1.02,38.49,3.3
2025-12-18,C004,Shopping - All Products,SHOPPING,11998,229,130.14,6,1494.93,1.91,0.57,21.69,11.49
2025-12-18,C005,Display - Retargeting,DISPLAY,17167,99,20.87,0,0.0,0.58,0.21,20.87,0.0
2025-12-18,C006,YouTube - Brand Awareness,VIDEO,13146,161,26.27,0,0.0,1.23,0.16,26.27,0.0
2025-12-19,C001,Brand - Olist,SEARCH,5005,159,154.79,2,242.24,3.19,0.97,77.39,1.56
2025-12-19,C002,Generic - Electronics,SEARCH,5751,187,251.57,6,824.8,3.26,1.35,41.93,3.28
2025-12-19,C003,Generic - Home & Garden,SEARCH,6722,267,264.22,9,1594.76,3.98,0.99,29.36,6.04
2025-12-19,C004,Shopping - All Products,SHOPPING,8518,187,85.3,5,1098.82,2.2,0.46,17.06,12.88
2025-12-19,C005,Display - Retargeting,DISPLAY,23609,103,23.79,1,190.64,0.44,0.23,23.79,8.01
2025-12-19,C006,YouTube - Brand Awareness,VIDEO,14156,199,49.87,0,0.0,1.41,0.25,49.87,0.0
2025-12-20,C001,Brand - Olist,SEARCH,6851,284,152.42,9,2081.85,4.15,0.54,16.94,13.66
2025-12-20,C002,Generic - Electronics,SEARCH,7346,306,319.85,8,1214.35,4.17,1.05,39.98,3.8
2025-12-20,C003,Generic - Home & Garden,SEARCH,5112,201,237.82,3,655.93,3.95,1.18,79.27,2.76
2025-12-20,C004,Shopping - All Products,SHOPPING,10292,243,115.02,5,472.65,2.37,0.47,23.0,4.11
2025-12-20,C005,Display - Retargeting,DISPLAY,20569,87,22.36,1,127.36,0.43,0.26,22.36,5.7
2025-12-20,C006,YouTube - Brand Awareness,VIDEO,17394,242,51.14,0,0.0,1.39,0.21,51.14,0.0
2025-12-21,C001,Brand - Olist,SEARCH,7359,272,151.06,6,1377.68,3.7,0.56,25.18,9.12
2025-12-21,C002,Generic - Electronics,SEARCH,6149,250,185.67,10,1224.41,4.07,0.74,18.57,6.59
2025-12-21,C003,Generic - Home & Garden,SEARCH,7589,313,253.18,10,2278.35,4.14,0.81,25.32,9.0
2025-12-21,C004,Shopping - All Products,SHOPPING,11189,235,176.08,7,628.29,2.1,0.75,25.15,3.57
2025-12-21,C005,Display - Retargeting,DISPLAY,18801,92,26.76,0,0.0,0.49,0.29,26.76,0.0
2025-12-21,C006,YouTube - Brand Awareness,VIDEO,16002,186,29.87,0,0.0,1.17,0.16,29.87,0.0
2025-12-22,C001,Brand - Olist,SEARCH,5507,168,148.2,3,463.11,3.06,0.88,49.4,3.12
2025-12-22,C002,Generic - Electronics,SEARCH,3426,112,135.86,4,938.46,3.29,1.21,33.97,6.91
2025-12-22,C003,Generic - Home & Garden,SEARCH,3662,153,141.74,2,298.9,4.19,0.93,70.87,2.11
2025-12-22,C004,Shopping - All Products,SHOPPING,8278,154,106.92,3,614.5,1.87,0.69,35.64,5.75
2025-12-22,C005,Display - Retargeting,DISPLAY,24274,101,27.7,0,0.0,0.42,0.27,27.7,0.0
2025-12-22,C006,YouTube - Brand Awareness,VIDEO,12677,162,33.58,0,0.0,1.28,0.21,33.58,0.0
2025-12-23,C001,Brand - Olist,SEARCH,4385,152,149.42,2,309.2,3.49,0.98,74.71,2.07
2025-12-23,C002,Generic - Electronics,SEARCH,5723,222,239.88,6,1054.98,3.89,1.08,39.98,4.4
2025-12-23,C003,Generic - Home & Garden,SEARCH,6239,230,249.57,5,1091.01,3.7,1.09,49.91,4.37
2025-12-23,C004,Shopping - All Products,SHOPPING,7656,183,100.79,4,351.72,2.4,0.55,25.2,3.49
2025-12-23,C005,Display - Retargeting,DISPLAY,16325,76,27.76,0,0.0,0.47,0.37,27.76,0.0
2025-12-23,C006,YouTube - Brand Awareness,VIDEO,13634,191,36.09,0,0.0,1.4,0.19,36.09,0.0
2025-12-24,C001,Brand - Olist,SEARCH,6795,276,148.43,9,865.6,4.07,0.54,16.49,5.83
2025-12-24,C002,Generic - Electronics,SEARCH,5678,233,238.88,4,808.12,4.12,1.03,59.72,3.38
2025-12-24,C003,Generic - Home & Garden,SEARCH,6291,220,231.48,8,1580.09,3.5,1.05,28.93,6.83
2025-12-24,C004,Shopping - All Products,SHOPPING,8211,190,102.65,3,673.97,2.32,0.54,34.22,6.57
2025-12-24,C005,Display - Retargeting,DISPLAY,25967,111,38.45,0,0.0,0.43,0.35,38.45,0.0
2025-12-24,C006,YouTube - Brand Awareness,VIDEO,12837,136,26.33,0,0.0,1.06,0.19,26.33,0.0
2025-12-25,C001,Brand - Olist,SEARCH,6666,252,161.44,8,1609.73,3.79,0.64,20.18,9.97
2025-12-25,C002,Generic - Electronics,SEARCH,5198,145,193.12,2,287.2,2.8,1.33,96.56,1.49
2025-12-25,C003,Generic - Home & Garden,SEARCH,6580,244,232.01,6,579.17,3.71,0.95,38.67,2.5
2025-12-25,C004,Shopping - All Products,SHOPPING,8964,144,103.33,4,360.74,1.61,0.72,25.83,3.49
2025-12-25,C005,Display - Retargeting,DISPLAY,20075,90,26.21,0,0.0,0.45,0.29,26.21,0.0
2025-12-25,C006,YouTube - Brand Awareness,VIDEO,13301,132,29.27,0,0.0,1.0,0.22,29.27,0.0
2025-12-26,C001,Brand - Olist,SEARCH,4687,140,156.64,3,279.49,3.0,1.12,52.21,1.78
2025-12-26,C002,Generic - Electronics,SEARCH,4243,135,97.28,3,301.92,3.2,0.72,32.43,3.1
2025-12-26,C003,Generic - Home & Garden,SEARCH,4575,185,209.42,4,780.46,4.06,1.13,52.35,3.73
2025-12-26,C004,Shopping - All Products,SHOPPING,7899,165,70.45,5,871.66,2.09,0.43,14.09,12.37
2025-12-26,C005,Display - Retargeting,DISPLAY,30147,140,39.04,1,176.19,0.47,0.28,39.04,4.51
2025-12-26,C006,YouTube - Brand Awareness,VIDEO,22593,219,47.14,0,0.0,0.97,0.22,47.14,0.0
2025-12-27,C001,Brand - Olist,SEARCH,6018,180,147.24,4,535.94,2.99,0.82,36.81,3.64
2025-12-27,C002,Generic - Electronics,SEARCH,4734,132,185.69,3,747.48,2.81,1.41,61.9,4.03
2025-12-27,C003,Generic - Home & Garden,SEARCH,6625,191,152.43,6,1340.05,2.9,0.8,25.41,8.79
2025-12-27,C004,Shopping - All Products,SHOPPING,11894,232,91.95,3,336.26,1.96,0.4,30.65,3.66
2025-12-27,C005,Display - Retargeting,DISPLAY,22711,96,23.52,0,0.0,0.42,0.24,23.52,0.0
2025-12-27,C006,YouTube - Brand Awareness,VIDEO,17235,218,53.21,0,0.0,1.27,0.24,53.21,0.0
2025-12-28,C001,Brand - Olist,SEARCH,6023,233,159.87,9,1692.29,3.87,0.69,17.76,10.59
2025-12-28,C002,Generic - Electronics,SEARCH,4581,185,236.77,3,647.47,4.05,1.28,78.92,2.73
2025-12-28,C003,Generic - Home & Garden,SEARCH,4696,146,164.41,4,733.49,3.11,1.13,41.1,4.46
2025-12-28,C004,Shopping - All Products,SHOPPING,7342,156,113.45,3,414.35,2.12,0.73,37.82,3.65
2025-12-28,C005,Display - Retargeting,DISPLAY,23418,107,30.43,1,186.22,0.46,0.28,30.43,6.12
2025-12-28,C006,YouTube - Brand Awareness,VIDEO,18007,206,39.96,0,0.0,1.14,0.19,39.96,0.0
2025-12-29,C001,Brand - Olist,SEARCH,4154,126,140.04,2,171.13,3.05,1.11,70.02,1.22
2025-12-29,C002,Generic - Electronics,SEARCH,4070,169,220.67,6,934.18,4.17,1.31,36.78,4.23
2025-12-29,C003,Generic - Home & Garden,SEARCH,6191,199,176.23,5,932.41,3.21,0.89,35.25,5.29
2025-12-29,C004,Shopping - All Products,SHOPPING,6781,142,68.48,4,920.58,2.09,0.48,17.12,13.44
2025-12-29,C005,Display - Retargeting,DISPLAY,24623,133,47.0,0,0.0,0.54,0.35,47.0,0.0
2025-12-29,C006,YouTube - Brand Awareness,VIDEO,12581,174,25.72,0,0.0,1.39,0.15,25.72,0.0
2025-12-30,C001,Brand - Olist,SEARCH,3677,116,142.98,2,227.18,3.18,1.23,71.49,1.59
2025-12-30,C002,Generic - Electronics,SEARCH,3731,116,136.02,3,302.41,3.13,1.17,45.34,2.22
2025-12-30,C003,Generic - Home & Garden,SEARCH,5670,221,161.2,4,858.63,3.9,0.73,40.3,5.33
2025-12-30,C004,Shopping - All Products,SHOPPING,8773,203,94.87,3,429.33,2.32,0.47,31.62,4.53
2025-12-30,C005,Display - Retargeting,DISPLAY,19456,79,28.45,0,0.0,0.41,0.36,28.45,0.0
2025-12-30,C006,YouTube - Brand Awareness,VIDEO,17884,257,62.15,1,177.54,1.44,0.24,62.15,2.86
2025-12-31,C001,Brand - Olist,SEARCH,4884,183,164.56,5,630.66,3.75,0.9,32.91,3.83
2025-12-31,C002,Generic - Electronics,SEARCH,6661,277,232.83,8,871.49,4.17,0.84,29.1,3.74
2025-12-31,C003,Generic - Home & Garden,SEARCH,4279,139,185.13,3,628.72,3.27,1.33,61.71,3.4
2025-12-31,C004,Shopping - All Products,SHOPPING,12210,291,156.41,4,827.22,2.39,0.54,39.1,5.29
2025-12-31,C005,Display - Retargeting,DISPLAY,26055,117,37.03,1,140.84,0.45,0.32,37.03,3.8
2025-12-31,C006,YouTube - Brand Awareness,VIDEO,19361,200,30.4,0,0.0,1.04,0.15,30.4,0.0
2026-01-01,C001,Brand - Olist,SEARCH,5265,159,149.84,3,613.94,3.03,0.94,49.95,4.1
2026-01-01,C002,Generic - Electronics,SEARCH,5502,168,159.77,5,809.61,3.06,0.95,31.95,5.07
2026-01-01,C003,Generic - Home & Garden,SEARCH,6092,182,248.81,6,497.98,2.99,1.37,41.47,2.0
2026-01-01,C004,Shopping - All Products,SHOPPING,9813,206,155.32,6,545.11,2.1,0.75,25.89,3.51
2026-01-01,C005,Display - Retargeting,DISPLAY,30527,159,60.13,1,158.75,0.52,0.38,60.13,2.64
2026-01-01,C006,YouTube - Brand Awareness,VIDEO,14186,160,37.45,0,0.0,1.13,0.23,37.45,0.0
2026-01-02,C001,Brand - Olist,SEARCH,5651,237,139.36,9,2069.54,4.2,0.59,15.48,14.85
2026-01-02,C002,Generic - Electronics,SEARCH,4316,166,196.21,4,994.14,3.85,1.18,49.05,5.07
2026-01-02,C003,Generic - Home & Garden,SEARCH,4357,136,135.61,5,876.0,3.13,1.0,27.12,6.46
2026-01-02,C004,Shopping - All Products,SHOPPING,6979,134,71.75,3,564.18,1.93,0.54,23.92,7.86
2026-01-02,C005,Display - Retargeting,DISPLAY,27070,149,51.16,1,204.46,0.55,0.34,51.16,4.0
2026-01-02,C006,YouTube - Brand Awareness,VIDEO,20612,296,67.23,1,105.69,1.44,0.23,67.23,1.57
2026-01-03,C001,Brand - Olist,SEARCH,5991,216,160.18,7,1417.85,3.61,0.74,22.88,8.85
2026-01-03,C002,Generic - Electronics,SEARCH,7789,246,303.08,6,643.8,3.16,1.23,50.51,2.12
2026-01-03,C003,Generic - Home & Garden,SEARCH,7425,269,252.27,6,824.3,3.63,0.94,42.05,3.27
2026-01-03,C004,Shopping - All Products,SHOPPING,8917,212,80.59,6,1496.07,2.38,0.38,13.43,18.56
2026-01-03,C005,Display - Retargeting,DISPLAY,23662,140,41.03,0,0.0,0.59,0.29,41.03,0.0
2026-01-03,C006,YouTube - Brand Awareness,VIDEO,12748,155,21.01,0,0.0,1.22,0.14,21.01,0.0
2026-01-04,C001,Brand - Olist,SEARCH,6327,257,164.13,7,1320.07,4.06,0.64,23.45,8.04
2026-01-04,C002,Generic - Electronics,SEARCH,6274,218,287.33,8,1709.45,3.48,1.32,35.92,5.95
2026-01-04,C003,Generic - Home & Garden,SEARCH,4887,181,155.04,6,1497.18,3.71,0.86,25.84,9.66
2026-01-04,C004,Shopping - All Products,SHOPPING,6895,115,46.82,3,670.47,1.67,0.41,15.61,14.32
2026-01-04,C005,Display - Retargeting,DISPLAY,27412,158,43.89,0,0.0,0.58,0.28,43.89,0.0
2026-01-04,C006,YouTube - Brand Awareness,VIDEO,20488,265,44.73,1,90.85,1.3,0.17,44.73,2.03
2026-01-05,C001,Brand - Olist,SEARCH,5588,180,133.54,4,811.06,3.23,0.74,33.38,6.07
2026-01-05,C002,Generic - Electronics,SEARCH,5398,191,242.39,4,819.2,3.55,1.27,60.6,3.38
2026-01-05,C003,Generic - Home & Garden,SEARCH,5056,142,192.8,5,1150.33,2.82,1.36,38.56,5.97
2026-01-05,C004,Shopping - All Products,SHOPPING,7426,148,79.2,4,855.94,2.01,0.54,19.8,10.81
2026-01-05,C005,Display - Retargeting,DISPLAY,14897,77,32.27,0,0.0,0.52,0.42,32.27,0.0
2026-01-05,C006,YouTube - Brand Awareness,VIDEO,13106,149,32.37,0,0.0,1.14,0.22,32.37,0.0
2026-01-06,C001,Brand - Olist,SEARCH,5599,178,143.75,5,690.82,3.18,0.81,28.75,4.81
2026-01-06,C002,Generic - Electronics,SEARCH,4996,143,154.15,4,607.32,2.87,1.08,38.54,3.94
2026-01-06,C003,Generic - Home & Garden,SEARCH,4178,169,142.96,6,1029.44,4.07,0.85,23.83,7.2
2026-01-06,C004,Shopping - All Products,SHOPPING,9414,160,90.34,2,310.71,1.7,0.56,45.17,3.44
2026-01-06,C005,Display - Retargeting,DISPLAY,17691,94,38.26,0,0.0,0.53,0.41,38.26,0.0
2026-01-06,C006,YouTube - Brand Awareness,VIDEO,14012,186,33.83,0,0.0,1.33,0.18,33.83,0.0
2026-01-07,C001,Brand - Olist,SEARCH,6050,218,141.62,4,612.9,3.61,0.65,35.41,4.33
2026-01-07,C002,Generic - Electronics,SEARCH,7541,266,226.41,7,1301.68,3.53,0.85,32.34,5.75
2026-01-07,C003,Generic - Home & Garden,SEARCH,5784,193,215.62,3,252.45,3.35,1.12,71.87,1.17
2026-01-07,C004,Shopping - All Products,SHOPPING,8167,136,68.7,3,551.57,1.67,0.51,22.9,8.03
2026-01-07,C005,Display - Retargeting,DISPLAY,29076,132,52.25,1,148.91,0.46,0.4,52.25,2.85
2026-01-07,C006,YouTube - Brand Awareness,VIDEO,13659,195,27.97,0,0.0,1.43,0.14,27.97,0.0
2026-01-08,C001,Brand - Olist,SEARCH,4748,135,124.57,3,303.08,2.86,0.92,41.52,2.43
2026-01-08,C002,Generic - Electronics,SEARCH,6524,273,240.21,11,1214.31,4.2,0.88,21.84,5.06
2026-01-08,C003,Generic - Home & Garden,SEARCH,6040,189,260.76,7,934.59,3.14,1.38,37.25,3.58
2026-01-08,C004,Shopping - All Products,SHOPPING,9044,162,115.78,3,574.83,1.79,0.71,38.59,4.96
2026-01-08,C005,Display - Retargeting,DISPLAY,19183,93,31.86,0,0.0,0.49,0.34,31.86,0.0
2026-01-08,C006,YouTube - Brand Awareness,VIDEO,21286,295,73.2,0,0.0,1.39,0.25,73.2,0.0
2026-01-09,C001,Brand - Olist,SEARCH,7797,282,155.47,10,816.44,3.63,0.55,15.55,5.25
2026-01-09,C002,Generic - Electronics,SEARCH,4992,186,251.68,5,707.32,3.73,1.35,50.34,2.81
2026-01-09,C003,Generic - Home & Garden,SEARCH,6856,263,239.57,10,1738.2,3.84,0.91,23.96,7.26
2026-01-09,C004,Shopping - All Products,SHOPPING,11273,199,101.1,2,334.19,1.77,0.51,50.55,3.31
2026-01-09,C005,Display - Retargeting,DISPLAY,23736,130,35.0,1,177.19,0.55,0.27,35.0,5.06
2026-01-09,C006,YouTube - Brand Awareness,VIDEO,13730,144,36.27,0,0.0,1.05,0.25,36.27,0.0
2026-01-10,C001,Brand - Olist,SEARCH,7388,284,135.32,11,1711.53,3.86,0.48,12.3,12.65
2026-01-10,C002,Generic - Electronics,SEARCH,7553,263,274.16,9,1237.13,3.49,1.04,30.46,4.51
2026-01-10,C003,Generic - Home & Garden,SEARCH,5464,162,132.65,4,926.54,2.97,0.82,33.16,6.98
2026-01-10,C004,Shopping - All Products,SHOPPING,8841,192,78.58,4,985.01,2.18,0.41,19.64,12.54
2026-01-10,C005,Display - Retargeting,DISPLAY,28985,142,52.93,1,92.69,0.49,0.37,52.93,1.75
2026-01-10,C006,YouTube - Brand Awareness,VIDEO,16359,174,37.69,0,0.0,1.07,0.22,37.69,0.0
2026-01-11,C001,Brand - Olist,SEARCH,4511,172,162.11,5,1040.55,3.83,0.94,32.42,6.42
2026-01-11,C002,Generic - Electronics,SEARCH,6907,208,172.9,5,802.48,3.02,0.83,34.58,4.64
2026-01-11,C003,Generic - Home & Garden,SEARCH,7792,265,259.67,5,449.73,3.4,0.98,51.93,1.73
2026-01-11,C004,Shopping - All Products,SHOPPING,9864,213,160.89,6,869.57,2.16,0.76,26.81,5.4
2026-01-11,C005,Display - Retargeting,DISPLAY,26727,138,30.52,0,0.0,0.52,0.22,30.52,0.0
2026-01-11,C006,YouTube - Brand Awareness,VIDEO,20654,215,43.5,0,0.0,1.04,0.2,43.5,0.0
2026-01-12,C001,Brand - Olist,SEARCH,5593,197,159.28,4,517.04,3.53,0.81,39.82,3.25
2026-01-12,C002,Generic - Electronics,SEARCH,3889,145,174.58,3,291.09,3.74,1.2,58.19,1.67
2026-01-12,C003,Generic - Home & Garden,SEARCH,5984,210,210.96,4,410.13,3.51,1.0,52.74,1.94
2026-01-12,C004,Shopping - All Products,SHOPPING,7244,129,60.67,3,486.57,1.78,0.47,20.22,8.02
2026-01-12,C005,Display - Retargeting,DISPLAY,21382,126,29.43,1,104.85,0.59,0.23,29.43,3.56
2026-01-12,C006,YouTube - Brand Awareness,VIDEO,12647,150,31.96,0,0.0,1.19,0.21,31.96,0.0
2026-01-13,C001,Brand - Olist,SEARCH,3876,155,149.12,6,557.1,4.01,0.96,24.85,3.74
2026-01-13,C002,Generic - Electronics,SEARCH,2808,93,88.6,2,202.46,3.33,0.95,44.3,2.29
2026-01-13,C003,Generic - Home & Garden,SEARCH,3209,128,142.26,4,726.42,3.99,1.11,35.56,5.11
2026-01-13,C004,Shopping - All Products,SHOPPING,5259,102,54.49,1,242.1,1.94,0.53,54.49,4.44
2026-01-13,C005,Display - Retargeting,DISPLAY,19310,87,24.61,0,0.0,0.45,0.28,24.61,0.0
2026-01-13,C006,YouTube - Brand Awareness,VIDEO,11684,135,26.02,0,0.0,1.16,0.19,26.02,0.0
2026-01-14,C001,Brand - Olist,SEARCH,3628,122,124.74,4,787.22,3.37,1.02,31.18,6.31
2026-01-14,C002,Generic - Electronics,SEARCH,4265,155,155.39,3,555.77,3.64,1.0,51.8,3.58
2026-01-14,C003,Generic - Home & Garden,SEARCH,6433,218,180.52,4,696.15,3.4,0.83,45.13,3.86
2026-01-14,C004,Shopping - All Products,SHOPPING,7177,121,55.89,2,195.95,1.7,0.46,27.95,3.51
2026-01-14,C005,Display - Retargeting,DISPLAY,14291,80,26.83,0,0.0,0.56,0.34,26.83,0.0
2026-01-14,C006,YouTube - Brand Awareness,VIDEO,14942,174,23.19,0,0.0,1.17,0.13,23.19,0.0
2026-01-15,C001,Brand - Olist,SEARCH,5803,216,149.03,6,925.76,3.73,0.69,24.84,6.21
2026-01-15,C002,Generic - Electronics,SEARCH,4678,163,148.24,5,720.98,3.5,0.91,29.65,4.86
2026-01-15,C003,Generic - Home & Garden,SEARCH,4740,157,143.54,6,1190.29,3.32,0.91,23.92,8.29
2026-01-15,C004,Shopping - All Products,SHOPPING,9913,214,132.86,6,641.33,2.17,0.62,22.14,4.83
2026-01-15,C005,Display - Retargeting,DISPLAY,14629,75,26.03,0,0.0,0.52,0.35,26.03,0.0
2026-01-15,C006,YouTube - Brand Awareness,VIDEO,16339,181,32.59,0,0.0,1.11,0.18,32.59,0.0
2026-01-16,C001,Brand - Olist,SEARCH,4480,148,122.8,5,710.54,3.32,0.83,24.56,5.79
2026-01-16,C002,Generic - Electronics,SEARCH,6139,251,152.99,8,1347.73,4.1,0.61,19.12,8.81
2026-01-16,C003,Generic - Home & Garden,SEARCH,4668,164,129.26,3,556.77,3.53,0.79,43.09,4.31
2026-01-16,C004,Shopping - All Products,SHOPPING,6921,111,54.29,2,184.58,1.61,0.49,27.14,3.4
2026-01-16,C005,Display - Retargeting,DISPLAY,24720,129,25.19,1,90.27,0.52,0.2,25.19,3.58
2026-01-16,C006,YouTube - Brand Awareness,VIDEO,15961,215,39.48,0,0.0,1.35,0.18,39.48,0.0
2026-01-17,C001,Brand - Olist,SEARCH,6339,183,152.91,4,844.54,2.9,0.84,38.23,5.52
2026-01-17,C002,Generic - Electronics,SEARCH,5380,152,145.46,3,747.83,2.83,0.96,48.49,5.14
2026-01-17,C003,Generic - Home & Garden,SEARCH,6191,198,181.55,7,1667.09,3.21,0.92,25.94,9.18
2026-01-17,C004,Shopping - All Products,SHOPPING,7322,164,77.41,5,833.84,2.24,0.47,15.48,10.77
2026-01-17,C005,Display - Retargeting,DISPLAY,19608,104,22.95,1,195.35,0.53,0.22,22.95,8.51
2026-01-17,C006,YouTube - Brand Awareness,VIDEO,17939,195,31.61,0,0.0,1.09,0.16,31.61,0.0
2026-01-18,C001,Brand - Olist,SEARCH,5032,168,115.91,7,1236.61,3.34,0.69,16.56,10.67
