contact_id,sessions,engaged_sessions,page_views,is_first_visit,is_won
HS_071330,13,8,78,0,1
HS_071331,10,1,30,1,0
HS_071332,1,0,3,0,0
HS_071333,14,5,28,1,1
HS_071334,1,0,7,0,1
HS_071335,6,4,42,1,0
HS_071337,10,4,60,1,1
HS_071338,12,4,36,0,0
HS_071339,7,3,35,1,0
HS_071340,2,0,10,0,1
HS_071341,6,2,36,0,1
HS_071342,4,0,12,0,0
HS_071343,13,10,78,1,0
HS_071344,9,3,36,0,0
HS_071345,11,5,33,0,1
HS_071346,8,5,32,0,0
HS_071347,8,1,16,0,1
HS_071348,2,0,8,1,0
HS_071349,11,2,33,0,1
HS_071350,5,2,15,1,0
HS_071351,2,1,4,1,1
HS_071352,3,2,15,1,0
HS_071353,8,6,16,1,1
HS_071354,5,0,15,0,1
HS_071356,4,2,12,1,0
HS_071357,5,3,15,1,1
HS_071358,8,5,56,1,1
HS_071359,10,7,40,0,1
HS_071360,14,7,98,1,0
HS_071361,14,10,42,0,0
HS_071362,7,1,14,1,0
HS_071363,6,3,24,0,1
HS_071365,2,1,4,1,0
HS_071366,10,4,50,0,0
HS_071367,5,0,15,1,1
HS_071368,10,3,20,1,1
HS_071369,13,10,65,0,1
HS_071370,14,2,70,1,1
HS_071371,9,4,27,1,0
HS_071372,9,7,54,1,1
HS_071373,9,6,63,1,0
HS_071374,3,1,15,0,0
HS_071375,9,5,36,0,1
HS_071376,9,2,27,1,1
HS_071377,5,4,35,0,1
HS_071378,13,1,52,1,1
HS_071379,6,2,36,1,0
HS_071380,7,2,49,1,1
HS_071381,10,7,30,1,0
HS_071382,10,4,40,1,0
HS_071383,10,7,30,1,0
HS_071384,6,1,36,1,1
HS_071385,5,1,25,1,0
HS_071386,13,3,65,0,1
HS_071387,1,0,6,1,0
HS_071388,4,1,8,0,1
HS_071389,13,3,91,0,1
HS_071390,14,8,84,0,0
HS_071391,8,0,40,1,1
HS_071392,8,4,32,1,1
HS_071393,12,4,36,0,1
HS_071394,13,4,52,1,1
HS_071395,6,0,42,1,1
HS_071396,13,8,78,1,0
HS_071397,3,1,12,0,0
HS_071398,12,10,60,1,0
HS_071399,8,6,24,1,1
HS_071400,7,3,49,1,1
HS_071401,11,4,22,1,0
HS_071402,9,3,63,1,0
HS_071403,3,0,6,1,1
HS_071404,11,7,55,0,0
HS_071405,6,3,36,1,0
HS_071406,1,0,7,1,0
HS_071407,12,6,84,1,1
HS_071408,8,1,40,1,0
HS_071409,2,1,12,0,1
HS_071410,5,2,20,1,1
HS_071411,6,3,36,1,0
HS_071412,4,1,8,1,1
HS_071413,9,6,36,0,1
HS_071414,3,1,18,0,0
HS_071415,2,0,4,0,1
HS_071416,3,1,15,0,0
HS_071417,5,0,30,0,0
HS_071418,1,0,7,0,1
HS_071419,10,6,30,1,0
HS_071420,12,5,24,1,1
HS_071421,4,0,24,1,0
HS_071422,1,0,3,1,1
HS_071423,9,7,27,0,0
HS_071424,14,2,98,1,0
HS_071425,3,1,12,0,1
HS_071427,2,1,4,1,0
HS_071428,5,1,30,1,1
HS_071429,1,0,5,1,1
HS_071430,10,4,40,1,0
HS_071431,14,11,56,0,1
HS_071432,7,2,28,0,0
HS_071433,9,6,36,1,1
HS_071434,1,0,2,1,1
HS_071435,12,5,60,1,1
HS_071436,8,3,32,1,0
HS_071437,8,3,48,1,1
HS_071438,7,5,14,0,1
HS_071439,10,3,20,1,0
HS_071440,4,3,12,0,0
HS_071441,14,10,84,1,0
HS_071442,12,8,72,0,1
HS_071443,14,4,42,1,0
HS_071444,7,2,35,1,1
HS_071445,2,1,8,1,0
HS_071446,6,1,24,1,1
HS_071447,14,6,84,1,0
HS_071448,12,1,84,1,1
HS_071449,11,3,66,1,0
HS_071450,5,3,25,1,0
HS_071451,5,0,25,1,0
HS_071452,11,4,44,1,0
HS_071453,8,6,24,0,1
HS_071454,1,0,3,1,1
HS_071455,8,1,32,1,1
HS_071456,4,1,8,1,1
HS_071457,13,8,91,1,0
HS_071458,10,5,30,1,1
HS_071459,6,4,24,1,0
HS_071460,6,1,12,1,1
HS_071461,1,0,7,1,0
HS_071462,8,5,48,1,1
HS_071463,13,5,65,0,0
HS_071464,4,2,24,1,1
HS_071465,13,3,39,1,1
HS_071466,12,7,48,1,0
HS_071467,9,2,45,1,1
HS_071468,7,4,42,0,1
HS_071469,14,7,56,1,0
HS_071470,11,4,44,1,1
HS_071471,14,2,42,1,1
HS_071472,4,2,28,0,1
HS_071473,12,3,60,1,0
HS_071474,1,0,3,1,0
HS_071476,9,2,63,0,1
HS_071477,10,2,40,0,0
HS_071478,6,3,12,0,1
HS_071479,6,2,12,1,1
HS_071480,1,0,3,1,1
HS_071481,5,2,30,1,1
HS_071482,4,1,28,1,1
HS_071483,11,5,44,0,0
HS_071484,1,0,5,1,0
HS_071485,7,2,35,1,1
HS_071486,4,0,24,1,1
HS_071487,3,2,15,0,0
HS_071488,2,1,6,1,1
HS_071489,8,5,40,0,0
HS_071490,5,0,20,1,0
HS_071491,10,4,30,1,0
HS_071492,9,0,63,0,1
HS_071493,5,1,35,1,0
HS_071494,10,1,20,1,1
HS_071495,12,5,24,1,1
HS_071496,1,0,5,0,1
HS_071497,14,3,84,1,0
HS_071498,10,7,20,1,1
HS_071499,5,3,10,1,1
HS_071500,5,3,20,1,1
HS_071501,8,4,48,1,1
HS_071502,6,0,42,1,1
HS_071503,11,9,22,0,0
HS_071504,5,4,15,0,1
HS_071505,13,6,52,0,1
HS_071506,8,6,24,1,1
HS_071507,1,0,4,0,1
HS_071508,5,2,20,1,1
HS_071509,3,1,12,1,0
HS_071510,5,2,20,1,0
HS_071511,3,2,15,0,0
HS_071512,4,2,16,1,0
HS_071513,11,2,66,1,1
HS_071514,9,6,45,1,1
HS_071515,2,1,12,1,0
HS_071516,14,7,70,1,1
HS_071517,10,4,40,0,1
HS_071518,12,7,36,1,0
HS_071519,1,0,4,1,1
HS_071520,12,3,60,1,1
HS_071521,4,2,16,1,1
HS_071522,8,6,24,0,0
HS_071523,13,3,65,0,0
HS_071524,5,2,20,1,0
HS_071525,9,3,63,0,1
HS_071526,10,2,20,1,0
HS_071527,3,0,18,1,1
HS_071528,13,9,26,1,1
HS_071529,9,2,27,1,1
HS_071530,1,0,5,0,0
HS_071531,2,0,12,1,1
HS_071532,9,4,54,1,1
HS_071533,14,7,70,1,0
HS_071534,9,5,54,1,1
HS_071535,10,7,20,0,1
HS_071536,5,1,15,1,0
HS_071537,10,3,20,0,1
HS_071538,12,2,24,1,0
HS_071539,13,8,52,1,1
HS_071540,4,1,8,0,0
HS_071541,9,6,27,1,1
HS_071542,12,8,72,1,0
HS_071543,10,1,30,1,0
HS_071544,2,0,4,1,0
HS_071545,3,1,9,0,1
HS_071546,14,9,70,1,0
HS_071547,8,3,40,1,1
HS_071548,1,0,7,1,1
HS_071549,2,0,8,1,0
HS_071550,5,1,10,1,1
HS_071551,7,1,35,1,0
HS_071552,10,3,20,0,1
HS_071553,13,6,52,1,1
HS_071554,9,5,36,0,0
HS_071555,14,11,84,1,1
HS_071556,3,2,15,0,1
HS_071557,11,6,55,0,0
HS_071558,4,2,16,0,1
HS_071559,10,8,50,1,1
HS_071561,1,0,4,1,1
HS_071562,12,7,84,0,1
HS_071563,1,0,5,1,0
HS_071564,1,0,5,1,1
HS_071565,4,3,8,1,0
HS_071566,9,3,36,1,0
HS_071567,8,4,16,1,1
HS_071568,4,2,20,1,0
HS_071569,8,6,16,1,1
HS_071571,7,3,42,1,0
HS_071572,6,1,18,1,0
HS_071573,10,4,70,1,1
HS_071574,12,2,36,1,0
HS_071575,2,1,14,0,0
HS_071576,3,0,21,1,0
HS_071577,4,1,8,1,1
HS_071578,7,1,28,1,0
HS_071579,8,3,32,1,0
HS_071580,14,12,42,1,1
HS_071581,11,9,66,1,0
HS_071582,8,4,16,1,0
HS_071583,4,2,20,1,1
HS_071584,9,3,54,1,0
HS_071585,8,2,32,0,0
HS_071586,11,3,33,1,1
HS_071587,13,2,78,1,0
HS_071588,5,2,25,1,0
HS_071589,13,2,26,1,1
HS_071590,3,1,15,1,0
HS_071591,2,1,12,1,0
HS_071592,12,4,24,1,0
HS_071593,9,4,18,0,0
HS_071594,1,0,4,1,1
HS_071595,7,2,28,0,0
HS_071596,11,1,33,1,1
HS_071597,13,9,91,0,0
HS_071598,14,4,70,0,1
HS_071599,7,1,14,1,0
HS_071600,1,0,5,1,1
HS_071601,14,9,84,0,1
HS_071602,7,0,35,1,0
HS_071603,14,8,84,1,0
HS_071604,1,0,2,1,1
HS_071605,2,1,4,0,1
HS_071606,9,7,18,1,0
HS_071607,8,0,24,1,1
HS_071608,9,5,45,1,1
HS_071609,12,9,60,0,0
HS_071610,9,2,36,0,1
HS_071611,4,0,24,0,1
HS_071612,5,2,30,1,1
HS_071613,10,8,30,1,0
HS_071614,7,3,49,1,1
HS_071615,6,5,42,1,0
HS_071616,9,2,63,1,1
HS_071617,2,1,6,1,0
HS_071618,8,2,48,1,0
HS_071619,14,7,70,0,1
HS_071620,2,1,12,0,0
HS_071621,14,2,42,1,1
HS_071622,14,4,84,1,1
HS_071623,2,0,10,1,1
HS_071624,3,0,12,0,0
HS_071625,4,1,20,1,1
HS_071626,6,0,42,0,1
HS_071627,14,4,42,1,1
HS_071628,6,0,36,0,1
HS_071629,14,1,84,1,0
HS_071630,2,0,8,1,1
HS_071631,6,2,42,0,1
HS_071633,8,3,40,1,1
HS_071634,5,1,10,0,1
HS_071635,1,0,6,1,1
HS_071636,8,6,24,1,1
HS_071637,6,2,18,1,1
HS_071638,2,0,12,1,1
HS_071639,7,4,28,1,1
HS_071640,14,12,42,0,0
HS_071641,8,2,24,0,1
HS_071642,2,0,8,1,1
HS_071643,14,4,56,1,0
HS_071644,1,0,7,0,0
HS_071645,6,4,12,0,0
HS_071646,13,5,78,1,0
HS_071647,6,4,12,1,1
HS_071648,8,4,40,1,0
HS_071649,14,2,42,1,1
HS_071650,7,3,21,1,1
HS_071651,8,5,16,1,1
HS_071652,10,1,20,1,0
HS_071653,10,4,30,1,0
HS_071654,14,10,98,1,0
HS_071655,5,4,35,1,0
HS_071656,2,1,12,1,0
HS_071657,5,1,35,1,0
HS_071658,2,0,8,1,0
HS_071659,9,5,36,0,0
HS_071660,5,4,20,0,0
HS_071661,1,0,5,1,1
HS_071662,9,2,63,0,1
HS_071663,10,5,70,1,1
HS_071664,5,2,30,1,1
HS_071665,11,9,44,1,0
HS_071666,1,0,7,1,1
HS_071667,9,3,54,1,0
HS_071668,9,3,36,1,0
HS_071669,10,6,30,1,0
HS_071670,10,3,20,1,0
HS_071671,9,4,18,1,0
HS_071672,6,2,36,1,1
HS_071673,10,1,20,1,1
HS_071674,10,5,60,1,0
HS_071675,2,0,6,0,1
HS_071676,12,2,24,0,1
HS_071677,13,7,39,1,0
HS_071678,7,4,21,0,1
HS_071679,2,1,6,1,1
HS_071680,4,1,8,0,1
HS_071681,4,2,20,1,1
HS_071682,10,3,30,0,1
HS_071683,7,1,21,1,1
HS_071684,6,1,36,0,1
HS_071685,12,2,72,1,0
HS_071686,11,9,55,1,1
HS_071687,12,3,60,1,1
HS_071688,13,7,78,1,0
HS_071689,12,8,60,1,1
HS_071690,10,5,20,0,1
HS_071691,7,3,42,0,0
HS_071692,6,2,36,1,1
HS_071693,1,0,4,1,0
HS_071694,11,9,55,1,0
HS_071695,4,2,12,1,0
HS_071696,14,3,42,1,1
HS_071697,3,2,18,0,1
HS_071698,7,1,21,0,0
HS_071699,13,6,65,1,1
HS_071700,7,1,21,0,0
HS_071701,12,5,72,0,1
HS_071702,12,6,72,1,0
HS_071703,11,5,66,0,0
HS_071704,4,1,24,1,1
HS_071705,7,2,35,0,1
HS_071706,4,0,8,1,1
HS_071707,9,5,45,1,1
HS_071708,3,0,12,1,0
HS_071709,10,4,20,1,1
HS_071710,2,1,8,1,0
HS_071711,5,2,25,1,0
HS_071713,9,7,27,1,1
HS_071714,11,7,77,1,1
HS_071715,3,2,6,1,1
HS_071716,1,0,2,1,1
HS_071717,9,1,45,1,1
HS_071718,5,0,15,1,1
HS_071719,2,0,14,0,1
HS_071720,6,0,36,1,0
HS_071721,3,0,15,0,1
HS_071722,14,10,70,1,1
HS_071724,9,2,63,1,0
HS_071725,3,2,18,1,0
HS_071726,2,0,12,1,0
HS_071727,3,1,9,1,0
HS_071728,6,4,12,1,0
HS_071729,3,1,15,0,0
HS_071730,9,1,36,1,1
HS_071731,9,3,54,1,1
HS_071732,9,6,18,1,1
HS_071733,2,0,6,1,1
HS_071734,7,4,49,1,1
HS_071735,12,8,36,1,1
HS_071736,2,0,4,1,0
HS_071738,1,0,4,1,0
HS_071739,5,1,30,1,0
HS_071740,11,3,22,1,1
HS_071741,11,7,33,1,1
HS_071742,8,4,40,1,0
HS_071743,14,5,84,1,1
HS_071744,3,1,18,1,1
HS_071745,7,1,21,0,0
HS_071746,6,5,18,1,1
HS_071747,11,1,55,1,1
HS_071748,13,9,78,1,0
HS_071749,14,6,84,1,0
HS_071750,1,0,3,0,0
HS_071752,12,3,48,0,1
HS_071753,7,3,21,1,1
HS_071754,3,1,15,1,0
HS_071755,14,6,56,0,0
HS_071756,4,1,16,0,0
HS_071757,14,10,70,1,0
HS_071758,10,2,20,0,1
HS_071759,2,0,8,1,0
HS_071760,11,4,77,1,0
HS_071761,1,0,5,1,0
HS_071762,5,0,15,0,0
HS_071763,6,4,30,1,1
HS_071764,11,5,22,1,0
HS_071765,2,0,10,0,0
HS_071766,10,2,30,1,1
HS_071767,6,0,12,0,0
HS_071768,6,2,42,1,0
HS_071769,8,0,48,1,0
HS_071770,8,5,16,1,0
HS_071771,6,1,30,1,1
HS_071772,7,1,21,0,0
HS_071773,4,0,24,1,0
HS_071774,5,1,20,1,1
HS_071775,6,0,18,0,0
HS_071776,6,1,24,1,1
HS_071777,3,2,21,1,1
HS_071778,9,1,36,1,1
HS_071779,4,2,28,1,0
HS_071780,8,4,56,1,1
HS_071781,13,4,39,1,1
HS_071782,4,3,8,0,1
HS_071783,6,2,18,0,1
HS_071784,1,0,6,1,0
HS_071785,14,10,42,0,0
HS_071786,2,1,8,1,1
HS_071787,6,0,12,1,0
HS_071788,3,1,21,1,1
HS_071789,11,6,66,1,0
HS_071790,7,2,42,1,1
HS_071792,1,0,4,1,0
HS_071793,14,4,56,1,0
HS_071794,3,0,12,1,1
HS_071795,3,1,21,1,0
HS_071796,14,5,28,1,1
HS_071797,12,7,72,1,1
HS_071798,1,0,2,0,0
HS_071799,4,1,20,1,0
HS_071800,8,5,40,1,0
HS_071801,11,8,22,1,1
HS_071802,7,1,49,0,1
HS_071803,7,4,35,1,0
HS_071804,14,9,28,1,0
HS_071805,5,2,25,1,0
HS_071806,14,2,98,1,0
HS_071807,13,5,26,1,1
HS_071808,4,3,12,1,0
HS_071809,10,2,60,1,0
HS_071810,6,2,12,1,1
HS_071811,2,1,6,0,1
HS_071812,1,0,3,0,1
HS_071813,13,10,39,0,0
HS_071814,7,5,14,1,1
HS_071815,13,7,65,1,1
HS_071816,4,1,8,1,0
HS_071817,7,3,35,1,0
HS_071818,6,0,24,0,1
HS_071819,11,4,22,1,0
HS_071820,9,6,18,0,1
HS_071821,12,7,72,1,1
HS_071822,10,1,40,0,1
HS_071823,6,3,24,1,1
HS_071824,3,0,9,0,1
HS_071825,7,2,42,0,1
HS_071826,9,8,54,1,0
HS_071827,14,5,98,0,1
HS_071828,11,8,55,0,1
HS_071829,10,1,20,1,1
HS_071830,12,8,72,0,1
HS_071831,12,5,60,0,1
HS_071832,13,6,26,1,0
HS_071833,6,5,18,1,1
HS_071834,7,2,28,1,0
HS_071835,8,6,40,0,1
HS_071836,4,3,16,1,1
HS_071837,5,1,10,1,0
HS_071838,4,0,24,1,1
HS_071839,1,0,2,1,0
HS_071840,6,5,24,1,1
HS_071841,7,3,42,1,1
HS_071842,2,1,8,1,0
HS_071843,6,1,36,1,0
HS_071844,14,9,28,1,0
HS_071846,11,7,55,1,1
HS_071847,2,1,12,1,0
HS_071848,10,3,70,0,0
HS_071849,13,3,65,1,0
HS_071850,5,3,35,1,1
HS_071851,1,0,5,0,0
HS_071852,3,2,15,0,1
HS_071853,4,3,8,1,0
HS_071854,4,0,16,1,0
HS_071855,2,0,6,1,0
HS_071856,8,6,32,0,1
HS_071857,6,2,42,1,1
HS_071858,9,4,45,0,0
HS_071859,6,2,36,1,1
HS_071860,3,1,15,0,0
HS_071861,12,7,72,0,1
HS_071862,2,0,14,1,1
HS_071863,9,3,27,1,0
HS_071864,3,2,18,1,0
HS_071865,6,3,42,1,1
HS_071866,10,7,20,1,0
HS_071867,2,1,12,0,1
HS_071868,7,1,42,1,0
HS_071869,14,10,56,1,0
HS_071870,1,0,4,0,0
HS_071871,9,4,18,1,1
HS_071872,1,0,4,1,1
HS_071873,9,3,54,0,1
HS_071874,11,2,66,1,0
HS_071875,1,0,5,0,0
HS_071876,1,0,7,1,1
HS_071877,8,6,48,1,1
HS_071878,1,0,3,1,1
HS_071879,8,6,40,0,1
HS_071880,3,2,18,0,1
HS_071881,4,1,24,1,1
HS_071882,2,0,8,1,1
HS_071883,13,7,65,1,1
HS_071884,6,1,42,0,1
HS_071885,7,3,35,1,1
HS_071886,10,7,70,1,0
HS_071887,3,0,6,1,1
HS_071888,14,2,70,0,1
HS_071889,9,4,18,1,1
HS_071890,3,2,12,0,1
HS_071891,7,4,21,1,0
HS_071892,4,2,28,1,1
HS_071893,5,1,35,1,1
HS_071894,12,8,72,1,0
HS_071895,9,5,27,1,1
HS_071896,3,2,6,1,1
HS_071897,3,0,18,1,0
HS_071898,9,3,63,1,0
HS_071899,9,4,45,1,0
HS_071900,13,7,78,1,0
HS_071901,4,1,8,1,1
HS_071902,1,0,5,1,1
HS_071903,1,0,2,1,0
HS_071904,12,2,72,1,0
HS_071906,9,3,18,1,0
HS_071907,6,1,30,0,1
HS_071908,5,1,15,1,1
HS_071909,13,1,78,1,0
HS_071910,12,1,36,0,1
HS_071911,10,3,70,1,1
HS_071912,13,3,39,0,1
HS_071913,3,1,21,1,0
HS_071915,3,1,18,0,1
HS_071916,2,1,8,1,1
HS_071917,13,1,26,1,0
HS_071918,7,4,14,1,1
HS_071919,9,7,45,0,1
HS_071920,6,3,42,1,1
HS_071921,10,7,70,1,1
HS_071922,1,0,5,1,0
HS_071923,6,4,36,1,1
HS_071924,11,1,44,1,0
HS_071925,8,1,24,1,1
HS_071926,8,1,24,1,0
HS_071927,14,11,42,1,0
HS_071929,10,5,60,1,1
HS_071930,13,4,52,1,0
HS_071931,3,1,6,1,1
HS_071932,13,1,65,1,1
HS_071933,1,0,7,0,1
HS_071934,5,1,15,1,1
HS_071935,6,1,36,1,0
HS_071936,10,2,60,1,1
HS_071937,9,3,63,1,0
HS_071938,2,1,14,0,1
HS_071939,14,8,56,1,1
HS_071940,1,0,4,1,1
HS_071941,7,2,14,1,1
HS_071942,2,1,6,0,0
HS_071943,11,9,44,0,1
HS_071944,2,1,4,1,0
HS_071945,3,1,18,1,1
HS_071946,14,3,98,1,1
HS_071947,4,0,16,1,1
HS_071948,13,3,65,1,0
HS_071949,7,3,42,1,1
HS_071950,1,0,4,1,0
HS_071951,13,11,78,0,1
HS_071952,6,3,18,0,0
HS_071953,11,4,77,0,1
HS_071954,7,4,35,1,0
HS_071955,3,0,21,1,0
HS_071956,3,2,18,0,1
HS_071957,2,0,6,1,0
HS_071958,5,2,30,0,0
HS_071959,7,1,14,1,1
HS_071960,11,1,77,0,0
HS_071961,12,10,60,1,0
HS_071962,14,9,42,1,0
HS_071963,3,2,21,0,0
HS_071964,7,2,21,1,1
HS_071965,8,4,24,1,0
HS_071967,13,5,26,1,0
HS_071968,3,0,6,1,1
HS_071969,11,8,44,1,1
HS_071970,1,0,2,0,0
HS_071971,3,1,18,1,1
HS_071972,13,6,26,1,0
HS_071973,6,2,12,1,1
HS_071974,1,0,7,1,0
HS_071975,9,5,36,0,1
HS_071976,3,1,12,1,1
HS_071977,3,0,15,1,0
HS_071979,12,4,24,1,0
HS_071980,7,3,28,1,1
HS_071981,7,6,21,0,1
HS_071982,13,7,91,1,1
HS_071983,6,4,36,1,0
HS_071984,7,3,14,1,1
HS_071985,5,0,15,1,0
HS_071986,8,2,56,1,0
HS_071987,10,4,40,0,0
HS_071988,14,7,56,1,0
HS_071989,2,0,14,1,0
HS_071990,5,2,10,1,1
HS_071991,11,4,77,0,1
HS_071992,9,1,54,0,0
HS_071993,4,2,28,0,0
HS_071994,8,2,32,0,0
HS_071995,3,1,6,1,1
HS_071996,6,0,18,1,1
HS_071997,8,6,48,0,1
HS_071998,14,8,70,1,1
HS_071999,9,6,27,1,0
HS_072000,14,9,84,0,0
HS_072001,13,2,65,1,1
HS_072002,7,1,21,0,1
HS_072003,6,5,12,1,0
HS_072004,11,1,33,1,1
HS_072005,6,4,24,0,1
HS_072006,12,10,60,1,1
HS_072007,6,3,42,0,1
HS_072008,10,3,30,1,0
HS_072009,9,5,45,1,1
HS_072010,3,1,21,0,0
HS_072011,4,3,24,0,1
HS_072012,3,1,6,1,0
HS_072013,13,7,39,1,0
HS_072014,9,4,63,0,0
HS_072015,13,3,65,1,1
HS_072016,14,11,42,1,0
HS_072017,5,1,10,0,0
HS_072018,14,8,84,1,0
HS_072019,10,3,40,1,0
HS_072020,13,10,91,1,1
HS_072021,8,6,32,0,1
HS_072022,12,2,48,1,1
HS_072023,8,6,40,1,1
HS_072024,9,1,45,1,0
HS_072025,10,4,60,1,0
HS_072026,7,4,28,1,0
HS_072027,3,1,6,1,1
HS_072029,5,2,30,1,0
HS_072030,3,2,12,0,1
HS_072031,2,0,8,1,1
HS_072032,3,2,18,0,0
HS_072033,12,7,60,0,1
HS_072034,10,8,40,1,0
HS_072035,9,1,63,1,0
HS_072036,9,2,63,1,0
HS_072037,8,5,24,1,0
HS_072038,7,5,14,0,0
HS_072039,1,0,4,1,1
HS_072040,9,1,27,1,1
HS_072041,10,3,40,0,1
HS_072042,2,0,10,0,0
HS_072043,6,4,24,0,0
HS_072044,10,8,40,1,0
HS_072045,5,2,35,1,1
HS_072046,6,1,30,1,0
HS_072047,8,6,16,1,0
HS_072048,8,3,16,0,0
HS_072049,10,2,40,1,1
HS_072050,2,1,4,1,0
HS_072051,7,1,14,1,1
HS_072052,2,1,8,1,1
HS_072053,1,0,2,1,0
HS_072054,12,6,24,1,0
HS_072055,8,6,40,1,0
HS_072056,9,7,18,0,0
HS_072057,14,3,98,1,0
HS_072058,7,4,14,1,1
HS_072059,4,2,16,1,1
HS_072060,7,0,21,1,0
HS_072061,4,0,28,1,1
HS_072062,7,1,14,1,1
HS_072063,4,2,28,1,1
HS_072064,14,3,70,0,1
HS_072065,14,4,56,0,0
HS_072066,9,1,63,0,0
HS_072067,5,0,30,1,0
HS_072068,7,6,21,0,1
HS_072069,11,4,77,1,0
HS_072070,8,4,56,1,1
HS_072071,5,0,15,1,1
HS_072072,1,0,7,0,0
HS_072073,4,2,24,0,0
HS_072074,3,1,12,1,0
HS_072075,13,7,78,0,0
HS_072076,7,2,21,1,1
HS_072077,6,2,42,1,1
HS_072078,6,4,24,1,1
HS_072079,2,1,12,1,1
HS_072080,6,4,30,1,1
HS_072081,8,6,16,0,0
HS_072082,5,3,15,1,0
HS_072084,9,5,54,1,1
HS_072085,11,8,44,1,0
HS_072086,2,1,6,0,0
HS_072087,7,4,28,1,1
HS_072088,6,1,42,1,1
HS_072089,14,1,70,0,1
HS_072090,11,4,33,1,1
HS_072091,11,8,22,0,0
HS_072092,13,6,26,0,1
HS_072093,6,1,36,1,0
HS_072094,4,1,28,1,1
HS_072095,14,8,98,0,0
HS_072096,13,3,39,1,1
HS_072097,10,1,50,0,0
HS_072098,9,4,45,0,1
HS_072099,6,1,42,0,0
HS_072100,13,1,39,0,0
HS_072101,12,8,84,1,0
HS_072102,8,3,48,1,1
HS_072103,8,1,24,1,0
HS_072104,4,2,28,1,0
HS_072105,5,0,30,0,0
HS_072106,2,0,4,1,1
HS_072107,4,0,24,1,0
HS_072108,12,4,36,1,1
HS_072109,6,0,36,1,1
HS_072110,14,12,70,1,1
HS_072111,2,0,10,1,0
HS_072112,2,1,8,1,0
HS_072113,10,5,30,0,0
HS_072114,7,1,49,0,1
HS_072115,10,8,70,1,0
HS_072116,5,2,30,0,0
HS_072117,13,2,65,0,0
HS_072118,3,0,9,1,1
HS_072119,3,1,21,1,1
HS_072120,7,4,21,1,1
HS_072121,3,2,12,0,1
HS_072122,12,2,48,0,1
HS_072123,10,2,40,1,1
HS_072124,5,4,20,0,1
HS_072125,13,3,26,1,0
HS_072126,2,0,6,0,0
HS_072127,3,2,21,0,1
HS_072128,14,8,56,0,0
HS_072129,4,1,20,1,0
HS_072130,13,3,78,1,1
HS_072131,1,0,4,1,1
HS_072132,4,1,20,0,1
HS_072133,4,0,8,1,0
HS_072134,3,0,12,1,0
HS_072135,10,5,40,1,0
HS_072136,9,2,27,1,0
HS_072137,3,2,15,1,0
HS_072138,2,1,4,1,0
HS_072139,7,6,42,0,0
HS_072140,9,6,45,1,0
HS_072141,6,2,24,1,0
HS_072142,14,9,28,1,1
HS_072143,5,2,25,0,1
HS_072144,1,0,4,1,0
HS_072145,3,1,6,1,1
HS_072146,9,5,18,1,0
HS_072147,8,3,40,0,1
HS_072148,9,6,18,1,0
HS_072149,8,1,48,1,1
HS_072150,1,0,5,0,0
HS_072151,8,5,48,1,1
HS_072152,8,6,16,1,1
HS_072153,5,3,15,1,0
HS_072154,14,5,42,0,0
HS_072155,6,2,12,0,0
HS_072156,2,0,12,1,0
HS_072157,1,0,7,1,0
HS_072158,8,3,48,0,0
HS_072159,7,5,42,1,0
HS_072160,4,1,12,0,0
HS_072161,11,7,33,1,1
HS_072162,12,7,72,1,0
HS_072163,7,3,28,1,0
HS_072164,2,0,8,1,1
HS_072165,11,3,55,1,0
HS_072166,2,1,6,0,0
HS_072167,7,2,35,1,1
HS_072168,3,0,9,0,0
HS_072169,6,4,12,0,0
HS_072170,14,7,84,1,1
HS_072171,12,1,48,0,1
HS_072172,12,1,72,1,1
HS_072173,13,2,39,1,0
HS_072174,7,6,14,1,0
HS_072175,7,2,42,1,1
HS_072176,10,6,30,1,1
HS_072177,4,0,12,0,0
HS_072178,3,0,18,1,1
HS_072179,1,0,2,0,1
HS_072180,7,5,49,0,1
HS_072181,9,8,45,1,0
HS_072182,1,0,4,1,0
HS_072183,5,1,25,1,0
HS_072184,4,0,12,1,1
HS_072185,10,3,60,1,1
HS_072186,2,0,8,0,1
HS_072187,7,4,14,0,1
HS_072188,7,4,42,1,0
HS_072189,13,6,26,0,0
HS_072190,8,3,32,1,0
HS_072191,3,1,12,0,1
HS_072192,6,3,30,1,0
HS_072193,4,2,20,1,1
HS_072195,12,7,72,1,0
HS_072196,11,6,22,1,1
HS_072197,3,0,15,1,0
HS_072198,4,1,28,0,1
HS_072199,12,4,24,1,1
HS_072200,1,0,5,1,0
HS_072201,7,3,49,1,1
HS_072202,7,1,49,1,1
HS_072203,7,4,28,1,0
HS_072204,2,0,14,1,0
HS_072205,1,0,5,0,0
HS_072206,9,6,27,0,1
HS_072207,2,1,10,1,1
HS_072209,5,4,30,1,1
HS_072211,14,7,56,1,0
HS_072212,5,2,15,0,1
HS_072213,13,8,78,1,0
HS_072214,13,10,65,1,0
HS_072215,11,6,66,1,0
HS_072216,8,5,16,0,0
HS_072217,1,0,2,0,0
HS_072218,11,3,77,0,1
HS_072219,7,1,49,1,1
HS_072220,3,0,21,1,0
HS_072221,2,0,12,0,0
HS_072222,5,3,35,0,0
HS_072223,4,2,8,1,0
HS_072224,13,8,52,1,1
HS_072225,9,4,36,0,0
HS_072226,11,5,44,0,0
